Angle,Intensity
10.34946341,359
10.35781905,375
10.36617468,389
10.37453032,359
10.38288595,379
10.39124158,397
10.39959722,379
10.40795285,358
10.41630849,339
10.42466412,337
10.43301976,374
10.44137539,384
10.44973103,379
10.45808666,370
10.4664423,376
10.47479793,374
10.48315356,337
10.4915092,396
10.49986483,385
10.50822047,388
10.5165761,378
10.52493174,366
10.53328737,378
10.54164301,381
10.54999864,374
10.55835428,337
10.56670991,336
10.57506554,377
10.58342118,381
10.59177681,361
10.60013245,348
10.60848808,379
10.61684372,328
10.62519935,379
10.63355499,335
10.64191062,388
10.65026626,352
10.65862189,359
10.66697752,399
10.67533316,371
10.68368879,363
10.69204443,396
10.70040006,374
10.7087557,392
10.71711133,354
10.72546697,377
10.7338226,331
10.74217824,323
10.75053387,371
10.7588895,325
10.76724514,355
10.77560077,369
10.78395641,364
10.79231204,346
10.80066768,412
10.80902331,374
10.81737895,386
10.82573458,325
10.83409022,349
10.84244585,352
10.85080148,372
10.85915712,361
10.86751275,387
10.87586839,382
10.88422402,336
10.89257966,375
10.90093529,382
10.90929093,350
10.91764656,359
10.92600219,377
10.93435783,406
10.94271346,374
10.9510691,347
10.95942473,348
10.96778037,374
10.976136,336
10.98449164,328
10.99284727,335
11.00120291,347
11.00955854,303
11.01791417,346
11.02626981,314
11.03462544,378
11.04298108,354
11.05133671,348
11.05969235,345
11.06804798,372
11.07640362,387
11.08475925,356
11.09311489,363
11.10147052,375
11.10982615,340
11.11818179,347
11.12653742,355
11.13489306,343
11.14324869,334
11.15160433,339
11.15995996,329
11.1683156,337
11.17667123,310
11.18502687,328
11.1933825,358
11.20173813,350
11.21009377,357
11.2184494,297
11.22680504,331
11.23516067,371
11.24351631,347
11.25187194,344
11.26022758,326
11.26858321,286
11.27693885,316
11.28529448,326
11.29365011,344
11.30200575,338
11.31036138,355
11.31871702,308
11.32707265,348
11.33542829,347
11.34378392,345
11.35213956,343
11.36049519,361
11.36885083,340
11.37720646,310
11.38556209,317
11.39391773,322
11.40227336,340
11.410629,299
11.41898463,340
11.42734027,356
11.4356959,347
11.44405154,349
11.45240717,338
11.46076281,349
11.46911844,326
11.47747407,336
11.48582971,334
11.49418534,340
11.50254098,303
11.51089661,324
11.51925225,308
11.52760788,347
11.53596352,310
11.54431915,308
11.55267478,323
11.56103042,310
11.56938605,332
11.57774169,363
11.58609732,317
11.59445296,313
11.60280859,305
11.61116423,299
11.61951986,307
11.6278755,332
11.63623113,336
11.64458676,339
11.6529424,325
11.66129803,317
11.66965367,343
11.6780093,322
11.68636494,357
11.69472057,353
11.70307621,300
11.71143184,360
11.71978748,346
11.72814311,316
11.73649874,364
11.74485438,311
11.75321001,325
11.76156565,342
11.76992128,322
11.77827692,328
11.78663255,339
11.79498819,339
11.80334382,314
11.81169946,333
11.82005509,323
11.82841072,318
11.83676636,299
11.84512199,348
11.85347763,332
11.86183326,324
11.8701889,306
11.87854453,322
11.88690017,294
11.8952558,307
11.90361144,294
11.91196707,295
11.9203227,348
11.92867834,290
11.93703397,293
11.94538961,321
11.95374524,297
11.96210088,307
11.97045651,334
11.97881215,324
11.98716778,340
11.99552342,323
12.00387905,310
12.01223468,314
12.02059032,304
12.02894595,288
12.03730159,321
12.04565722,313
12.05401286,283
12.06236849,293
12.07072413,332
12.07907976,297
12.0874354,268
12.09579103,276
12.10414666,311
12.1125023,288
12.12085793,313
12.12921357,301
12.1375692,334
12.14592484,324
12.15428047,323
12.16263611,299
12.17099174,297
12.17934737,318
12.18770301,312
12.19605864,333
12.20441428,324
12.21276991,307
12.22112555,303
12.22948118,340
12.23783682,312
12.24619245,339
12.25454809,315
12.26290372,325
12.27125935,310
12.27961499,291
12.28797062,308
12.29632626,295
12.30468189,297
12.31303753,296
12.32139316,316
12.3297488,262
12.33810443,318
12.34646007,312
12.3548157,348
12.36317133,303
12.37152697,337
12.3798826,280
12.38823824,299
12.39659387,276
12.40494951,292
12.41330514,274
12.42166078,274
12.43001641,289
12.43837205,313
12.44672768,291
12.45508331,286
12.46343895,299
12.47179458,332
12.48015022,291
12.48850585,313
12.49686149,294
12.50521712,286
12.51357276,304
12.52192839,292
12.53028403,271
12.53863966,305
12.54699529,289
12.55535093,296
12.56370656,300
12.5720622,304
12.58041783,295
12.58877347,292
12.5971291,289
12.60548474,276
12.61384037,284
12.62219601,282
12.63055164,267
12.63890727,286
12.64726291,305
12.65561854,285
12.66397418,268
12.67232981,249
12.68068545,264
12.68904108,274
12.69739672,292
12.70575235,286
12.71410799,289
12.72246362,268
12.73081925,331
12.73917489,260
12.74753052,301
12.75588616,263
12.76424179,278
12.77259743,283
12.78095306,326
12.7893087,297
12.79766433,272
12.80601996,294
12.8143756,270
12.82273123,285
12.83108687,301
12.8394425,288
12.84779814,271
12.85615377,286
12.86450941,304
12.87286504,300
12.88122068,290
12.88957631,289
12.89793194,271
12.90628758,296
12.91464321,243
12.92299885,262
12.93135448,282
12.93971012,279
12.94806575,269
12.95642139,281
12.96477702,265
12.97313266,315
12.98148829,271
12.98984392,247
12.99819956,280
13.00655519,293
13.01491083,282
13.02326646,270
13.0316221,246
13.03997773,293
13.04833337,260
13.056689,278
13.06504464,258
13.07340027,263
13.0817559,240
13.09011154,252
13.09846717,307
13.10682281,262
13.11517844,260
13.12353408,273
13.13188971,282
13.14024535,293
13.14860098,272
13.15695662,258
13.16531225,256
13.17366788,286
13.18202352,269
13.19037915,240
13.19873479,280
13.20709042,257
13.21544606,280
13.22380169,274
13.23215733,282
13.24051296,301
13.2488686,278
13.25722423,289
13.26557986,256
13.2739355,270
13.28229113,274
13.29064677,276
13.2990024,281
13.30735804,301
13.31571367,265
13.32406931,283
13.33242494,270
13.34078057,274
13.34913621,283
13.35749184,260
13.36584748,281
13.37420311,250
13.38255875,247
13.39091438,300
13.39927002,279
13.40762565,230
13.41598129,264
13.42433692,290
13.43269255,230
13.44104819,253
13.44940382,290
13.45775946,290
13.46611509,275
13.47447073,265
13.48282636,267
13.491182,258
13.49953763,262
13.50789327,258
13.5162489,272
13.52460453,246
13.53296017,270
13.5413158,263
13.54967144,252
13.55802707,282
13.56638271,261
13.57473834,260
13.58309398,221
13.59144961,249
13.59980525,274
13.60816088,276
13.61651651,262
13.62487215,253
13.63322778,241
13.64158342,283
13.64993905,257
13.65829469,267
13.66665032,313
13.67500596,327
13.68336159,306
13.69171723,382
13.70007286,344
13.70842849,318
13.71678413,357
13.72513976,342
13.7334954,317
13.74185103,310
13.75020667,293
13.7585623,270
13.76691794,305
13.77527357,281
13.78362921,278
13.79198484,246
13.80034047,258
13.80869611,292
13.81705174,274
13.82540738,237
13.83376301,321
13.84211865,282
13.85047428,265
13.85882992,249
13.86718555,281
13.87554119,239
13.88389682,284
13.89225245,265
13.90060809,278
13.90896372,281
13.91731936,260
13.92567499,247
13.93403063,271
13.94238626,278
13.9507419,265
13.95909753,295
13.96745316,280
13.9758088,233
13.98416443,252
13.99252007,264
14.0008757,218
14.00923134,275
14.01758697,296
14.02594261,256
14.03429824,281
14.04265388,253
14.05100951,247
14.05936514,243
14.06772078,250
14.07607641,269
14.08443205,241
14.09278768,271
14.10114332,262
14.10949895,244
14.11785459,241
14.12621022,263
14.13456586,268
14.14292149,231
14.15127712,286
14.15963276,237
14.16798839,214
14.17634403,250
14.18469966,232
14.1930553,263
14.20141093,247
14.20976657,276
14.2181222,235
14.22647784,249
14.23483347,252
14.2431891,270
14.25154474,228
